	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	Prediction
102	103	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	103	AD JCommTable5.R1C0	5	JCommTable5.R1C0	7	0.4705591297163768
103	104	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	hint	0	1	1	Single-KC	104	AD JCommTable4.R1C0	4	JCommTable4.R1C0	5	0.4953775329561586
104	105	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	105	AD JCommTable6.R0C0	13	JCommTable6.R0C0	30	0.48815859022161734
105	106	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable5.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	106	AD JCommTable5.R1C0	6	JCommTable5.R1C0	8	0.5723005991913618
106	107	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	107	AD JCommTable4.R0C0	5	JCommTable4.R0C0	8	0.692008392102309
107	108	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable5.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	108	AD JCommTable5.R0C0	5	JCommTable5.R0C0	6	0.3650264103411378
108	109	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	109	AD JCommTable6.R1C0	13	JCommTable6.R1C0	27	0.6071563570687538
109	110	BKT Controller(1)	AD 1_3_plus_3_2	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	3	1	1	Single-KC	110	AD JCommTable6.R0C0	14	JCommTable6.R0C0	31	0.5582790367474729
110	111	BKT Controller(1)	AD 1_3_plus_3_2	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	111	AD done	4	done	19	0.9581953860411971
111	112	BKT Controller(1)	AS 3_7_plus_4_7	1	JCommTable4.R0C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	Single-KC	112	AS JCommTable4.R0C0	3	JCommTable4.R0C0	9	1.795518265005947e-13
112	113	BKT Controller(1)	AS 3_7_plus_4_7	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	Single-KC	113	AS JCommTable6.R1C0	7	JCommTable6.R1C0	28	0.8206013263715691
113	114	BKT Controller(1)	AS 3_7_plus_4_7	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	114	AS JCommTable6.R0C0	9	JCommTable6.R0C0	32	0.9434643297353711
114	115	BKT Controller(1)	AS 3_7_plus_4_7	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	115	AS done	6	done	20	0.9976935797424344
115	116	BKT Controller(1)	M 2_3_times_11_9	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	116	M  JCommTable6.R0C0	10	JCommTable6.R0C0	33	0.7334805730607443
116	117	BKT Controller(1)	M 2_3_times_11_9	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	117	M  JCommTable6.R1C0	9	JCommTable6.R1C0	29	0.7997478780689818
117	118	BKT Controller(1)	M 2_3_times_11_9	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	118	M  done	11	done	21	0.9773596748604686
118	119	BKT Controller(1)	M 5_4_times_1_2	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	Single-KC	119	M  JCommTable6.R1C0	10	JCommTable6.R1C0	30	0.8418572808566116
119	120	BKT Controller(1)	M 5_4_times_1_2	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	120	M  JCommTable6.R0C0	11	JCommTable6.R0C0	34	0.7743728075484922
120	121	BKT Controller(1)	M 5_4_times_1_2	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	121	M  JCommTable6.R1C0	11	JCommTable6.R1C0	31	0.8764794623957435
121	122	BKT Controller(1)	M 5_4_times_1_2	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	122	M  done	12	done	22	0.9863904346282699
122	123	BKT Controller(1)	M 2_3_times_1_2	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	123	M  JCommTable6.R0C0	12	JCommTable6.R0C0	35	0.8106109373462198
123	124	BKT Controller(1)	M 2_3_times_1_2	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	124	M  JCommTable6.R1C0	12	JCommTable6.R1C0	32	0.9043827202335444
124	125	BKT Controller(1)	M 2_3_times_1_2	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	125	M  done	13	done	23	0.9918490515389147
125	126	BKT Controller(1)	M 1_3_times_3_2	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	126	M  JCommTable6.R0C0	13	JCommTable6.R0C0	36	0.8422147603300925
126	127	BKT Controller(1)	M 1_3_times_3_2	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	127	M  JCommTable6.R1C0	13	JCommTable6.R1C0	33	0.9265111458266037
127	128	BKT Controller(1)	M 1_3_times_3_2	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	128	M  done	14	done	24	0.995129100689636
128	129	BKT Controller(1)	M 5_6_times_2_3	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	129	M  JCommTable6.R0C0	14	JCommTable6.R0C0	37	0.8693944901245261
129	130	BKT Controller(1)	M 5_6_times_2_3	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	130	M  JCommTable6.R1C0	14	JCommTable6.R1C0	34	0.9438364839903791
130	131	BKT Controller(1)	M 5_6_times_2_3	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	131	M  done	15	done	25	0.997093083279664
131	132	BKT Controller(1)	M 4_9_times_1_3	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	132	M  JCommTable6.R0C0	15	JCommTable6.R0C0	38	0.8924899552750853
132	133	BKT Controller(1)	M 4_9_times_1_3	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	133	M  JCommTable6.R1C0	15	JCommTable6.R1C0	35	0.9572656877584615
133	134	BKT Controller(1)	M 4_9_times_1_3	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	134	M  done	16	done	26	0.9982665530010717
134	135	BKT Controller(1)	M 1_3_times_1_6	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	135	M  JCommTable6.R0C0	16	JCommTable6.R0C0	39	0.9119151486276309
135	136	BKT Controller(1)	M 1_3_times_1_6	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	136	M  JCommTable6.R1C0	16	JCommTable6.R1C0	36	0.9675940963904959
136	137	BKT Controller(1)	M 1_3_times_1_6	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	137	M  done	17	done	27	0.9989668050730189
137	138	BKT Controller(1)	AD 4_9_plus_3_4	1	JCommTable8.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	138	AD JCommTable8.R0C0	5	JCommTable8.R0C0	8	0.9593662071864888
138	139	BKT Controller(1)	AD 4_9_plus_3_4	1	JCommTable4.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	139	AD JCommTable4.R1C0	5	JCommTable4.R1C0	6	0.6580084999818309
139	140	BKT Controller(1)	AD 4_9_plus_3_4	1	JCommTable5.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	140	AD JCommTable5.R1C0	7	JCommTable5.R1C0	9	0.668273655229364
140	141	BKT Controller(1)	AD 4_9_plus_3_4	1	JCommTable4.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	141	AD JCommTable4.R0C0	6	JCommTable4.R0C0	10	0.8516547153421399
141	142	BKT Controller(1)	AD 4_9_plus_3_4	1	JCommTable5.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	142	AD JCommTable5.R0C0	6	JCommTable5.R0C0	7	0.42775598628295164
142	143	BKT Controller(1)	AD 4_9_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	143	AD JCommTable6.R1C0	14	JCommTable6.R1C0	37	0.675145954437924
143	144	BKT Controller(1)	AD 4_9_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	144	AD JCommTable6.R0C0	15	JCommTable6.R0C0	40	0.6261500554113073
144	145	BKT Controller(1)	AD 4_9_plus_3_4	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	145	AD done	5	done	28	0.9917216780554123
145	1	BKT Controller(2)	AS 5_4_plus_3_4	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	hint	0	1	1	Single-KC	1	AS JCommTable6.R1C0	1	JCommTable6.R1C0	1	0.10364205629891081
146	2	BKT Controller(2)	AS 5_4_plus_3_4	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	hint	0	1	1	Single-KC	2	AS JCommTable6.R0C0	1	JCommTable6.R0C0	1	0.08650269861689185
147	3	BKT Controller(2)	AS 5_4_plus_3_4	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	hint	0	1	1	Single-KC	3	AS done	1	done	1	0.5162299438655384
148	4	BKT Controller(2)	M 1_2_times_5_4	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	Single-KC	4	M  JCommTable6.R1C0	1	JCommTable6.R1C0	2	0.3039519446113121
149	5	BKT Controller(2)	M 1_2_times_5_4	1	done	1/1/1970 0:07	1/1/1970 0:07		1/1/1970 0:07	incorrect	1	0	0	Single-KC	5	M  done	1	done	2	0.20906460522083434
150	6	BKT Controller(2)	M 1_2_times_5_4	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	hint	0	1	1	Single-KC	6	M  JCommTable6.R0C0	1	JCommTable6.R0C0	2	0.2912941249205801
151	7	BKT Controller(2)	M 1_2_times_5_4	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	hint	0	1	1	Single-KC	7	M  JCommTable6.R1C0	2	JCommTable6.R1C0	3	0.3679187440891996
152	8	BKT Controller(2)	M 1_2_times_5_4	1	done	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	hint	0	1	1	Single-KC	8	M  done	2	done	3	0.30737596200152173
153	9	BKT Controller(2)	AS 2_9_plus_3_9	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07		1/1/1970 0:07	incorrect	1	0	0	Single-KC	9	AS JCommTable6.R1C0	2	JCommTable6.R1C0	4	0.1779771343801788
154	10	BKT Controller(2)	AS 2_9_plus_3_9	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07		1/1/1970 0:07	incorrect	1	0	0	Single-KC	10	AS JCommTable6.R0C0	2	JCommTable6.R0C0	3	0.15447882641740832
155	11	BKT Controller(2)	AS 2_9_plus_3_9	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	hint	0	1	1	Single-KC	11	AS JCommTable6.R1C0	3	JCommTable6.R1C0	5	0.28846935506577326
156	12	BKT Controller(2)	AS 2_9_plus_3_9	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	1	Single-KC	12	AS JCommTable6.R0C0	3	JCommTable6.R0C0	4	0.2606317663787763
157	13	BKT Controller(2)	AS 2_9_plus_3_9	1	done	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	Single-KC	13	AS done	2	done	4	0.7829735173051066
158	14	BKT Controller(2)	M 1_6_times_1_3	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	0	Single-KC	14	M  JCommTable6.R0C0	2	JCommTable6.R0C0	5	0.3388794632099354
159	15	BKT Controller(2)	M 1_6_times_1_3	1	done	1/1/1970 0:07	1/1/1970 0:07		1/1/1970 0:07	incorrect	1	0	0	Single-KC	15	M  done	3	done	5	0.42696164983869217
160	16	BKT Controller(2)	M 1_6_times_1_3	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	0	Single-KC	16	M  JCommTable6.R1C0	3	JCommTable6.R1C0	6	0.4368976126440795
161	17	BKT Controller(2)	M 1_6_times_1_3	1	done	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	Single-KC	17	M  done	4	done	6	0.5557420323204652
162	18	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07		1/1/1970 0:07	incorrect	2	0	0	Single-KC	18	AD JCommTable6.R1C0	1	JCommTable6.R1C0	7	0.04596208381875438
163	19	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07		1/1/1970 0:07	incorrect	1	0	0	Single-KC	19	AD JCommTable6.R0C0	1	JCommTable6.R0C0	6	0.034218960727401514
164	20	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable8.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	hint	0	1	1	Single-KC	20	AD JCommTable8.R0C0	1	JCommTable8.R0C0	1	0.08608298780819232
165	21	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable4.R1C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	hint	0	1	1	Single-KC	21	AD JCommTable4.R1C0	1	JCommTable4.R1C0	1	0.1244029666852375
166	22	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07		1/1/1970 0:07	incorrect	1	0	0	Single-KC	22	AD JCommTable6.R1C0	2	JCommTable6.R1C0	8	0.06084171436228765
167	23	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable4.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	hint	0	1	1	Single-KC	23	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1	0.05431807612808667
168	24	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	hint	0	1	1	Single-KC	24	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1	0.15861134713598857
169	25	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:08	1/1/1970 0:08		1/1/1970 0:08	incorrect	1	0	0	Single-KC	25	AD JCommTable6.R0C0	2	JCommTable6.R0C0	7	0.04484754058623846
170	26	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable5.R0C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	hint	0	1	1	Single-KC	26	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1	0.17973548809087248
171	27	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	hint	0	1	1	Single-KC	27	AD JCommTable6.R1C0	3	JCommTable6.R1C0	9	0.08013382463264077
172	28	BKT Controller(2)	AD 7_8_plus_1_3	1	done	1/1/1970 0:08	1/1/1970 0:08		1/1/1970 0:08	incorrect	1	0	0	Single-KC	28	AD done	1	done	7	0.14888803005878204
173	29	BKT Controller(2)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	incorrect	1	1	1	Single-KC	29	AD JCommTable6.R0C0	3	JCommTable6.R0C0	8	0.05857717837792183
174	30	BKT Controller(2)	AD 7_8_plus_1_3	1	done	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	correct	0	1	0	Single-KC	30	AD done	2	done	8	0.47761698887379017
175	31	BKT Controller(2)	M 1_4_times_7_8	1	JCommTable4.R0C0	1/1/1970 0:08	1/1/1970 0:08		1/1/1970 0:08	incorrect	1	0	0	Single-KC	31	M  JCommTable4.R0C0	1	JCommTable4.R0C0	2	2.898607788194378e-13
176	32	BKT Controller(2)	M 1_4_times_7_8	1	JCommTable8.R0C0	1/1/1970 0:08	1/1/1970 0:08		1/1/1970 0:08	incorrect	1	0	0	Single-KC	32	M  JCommTable8.R0C0	1	JCommTable8.R0C0	2	1.394796016451535e-10
177	33	BKT Controller(2)	M 1_4_times_7_8	1	JCommTable6.R0C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	correct	0	1	0	Single-KC	33	M  JCommTable6.R0C0	3	JCommTable6.R0C0	9	0.38996096569734745
178	34	BKT Controller(2)	M 1_4_times_7_8	1	JCommTable4.R1C0	1/1/1970 0:08	1/1/1970 0:08		1/1/1970 0:08	incorrect	1	0	0	Single-KC	34	M  JCommTable4.R1C0	1	JCommTable4.R1C0	2	6.766483323544746e-09
179	35	BKT Controller(2)	M 1_4_times_7_8	1	JCommTable6.R1C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	incorrect	1	1	1	Single-KC	35	M  JCommTable6.R1C0	4	JCommTable6.R1C0	10	0.5084068689317817
180	36	BKT Controller(2)	M 1_4_times_7_8	1	done	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	correct	0	1	0	Single-KC	36	M  done	5	done	9	0.677445299492008
181	37	BKT Controller(2)	M 1_4_times_3_2	1	JCommTable6.R0C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	correct	0	1	0	Single-KC	37	M  JCommTable6.R0C0	4	JCommTable6.R0C0	10	0.44357613405261487
182	38	BKT Controller(2)	M 1_4_times_3_2	1	JCommTable6.R1C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	hint	0	1	1	Single-KC	38	M  JCommTable6.R1C0	5	JCommTable6.R1C0	11	0.5795737618253731
183	39	BKT Controller(2)	M 1_4_times_3_2	1	done	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	correct	0	1	0	Single-KC	39	M  done	6	done	10	0.7790628301765682
184	40	BKT Controller(2)	M 4_5_times_3_10	1	JCommTable8.R0C0	1/1/1970 0:08	1/1/1970 0:08		1/1/1970 0:08	incorrect	1	0	0	Single-KC	40	M  JCommTable8.R0C0	2	JCommTable8.R0C0	3	1.394796016451535e-10
185	41	BKT Controller(2)	M 4_5_times_3_10	1	JCommTable6.R0C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	hint	0	1	1	Single-KC	41	M  JCommTable6.R0C0	5	JCommTable6.R0C0	11	0.498538629461303
186	42	BKT Controller(2)	M 4_5_times_3_10	1	JCommTable6.R1C0	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	correct	0	1	0	Single-KC	42	M  JCommTable6.R1C0	6	JCommTable6.R1C0	12	0.6475796448852401
187	43	BKT Controller(2)	M 4_5_times_3_10	1	done	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	1/1/1970 0:08	correct	0	1	0	Single-KC	43	M  done	7	done	11	0.855495550999844
188	44	BKT Controller(2)	AS 2_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:09	1/1/1970 0:09		1/1/1970 0:09	incorrect	1	0	0	Single-KC	44	AS JCommTable6.R0C0	4	JCommTable6.R0C0	12	0.4048061384649761
189	45	BKT Controller(2)	AS 2_5_plus_4_5	1	JCommTable8.R0C0	1/1/1970 0:09	1/1/1970 0:09		1/1/1970 0:09	incorrect	1	0	0	Single-KC	45	AS JCommTable8.R0C0	1	JCommTable8.R0C0	4	3.391433519029287e-10
190	46	BKT Controller(2)	AS 2_5_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	hint	0	1	1	Single-KC	46	AS JCommTable6.R1C0	4	JCommTable6.R1C0	13	0.43154603830928795
191	47	BKT Controller(2)	AS 2_5_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	correct	0	1	0	Single-KC	47	AS JCommTable6.R0C0	5	JCommTable6.R0C0	13	0.5675175073235837
192	48	BKT Controller(2)	AS 2_5_plus_4_5	1	done	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	correct	0	1	0	Single-KC	48	AS done	3	done	12	0.9242270490125915
193	49	BKT Controller(2)	M 3_4_times_4_9	1	JCommTable6.R0C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	correct	0	1	0	Single-KC	49	M  JCommTable6.R0C0	6	JCommTable6.R0C0	14	0.5535364648324362
194	50	BKT Controller(2)	M 3_4_times_4_9	1	JCommTable6.R1C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	correct	0	1	0	Single-KC	50	M  JCommTable6.R1C0	7	JCommTable6.R1C0	14	0.71008777436191
195	51	BKT Controller(2)	M 3_4_times_4_9	1	done	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	correct	0	1	0	Single-KC	51	M  done	8	done	13	0.9085890691371983
196	52	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:09	1/1/1970 0:09		1/1/1970 0:09	incorrect	1	0	0	Single-KC	52	AD JCommTable6.R1C0	4	JCommTable6.R1C0	15	0.10486019577916235
197	53	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable8.R0C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	hint	0	1	1	Single-KC	53	AD JCommTable8.R0C0	2	JCommTable8.R0C0	5	0.2768915316052156
198	54	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:09	1/1/1970 0:09		1/1/1970 0:09	incorrect	1	0	0	Single-KC	54	AD JCommTable6.R0C0	4	JCommTable6.R0C0	15	0.07617480015333525
199	55	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable4.R1C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	correct	0	1	0	Single-KC	55	AD JCommTable4.R1C0	2	JCommTable4.R1C0	3	0.2178128905378914
200	56	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable5.R0C0	1/1/1970 0:09	1/1/1970 0:09		1/1/1970 0:09	incorrect	1	0	0	Single-KC	56	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	0.22174269877539501
201	57	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable5.R1C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	correct	0	1	0	Single-KC	57	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2	0.2210680337726236
202	58	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable6.R0C0	1/1/1970 0:09	1/1/1970 0:09		1/1/1970 0:09	incorrect	1	0	0	Single-KC	58	AD JCommTable6.R0C0	5	JCommTable6.R0C0	16	0.09850589123204634
203	59	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable4.R0C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	hint	0	1	1	Single-KC	59	AD JCommTable4.R0C0	2	JCommTable4.R0C0	3	0.12798024728863217
204	60	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable5.R0C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	correct	0	1	0	Single-KC	60	AD JCommTable5.R0C0	3	JCommTable5.R0C0	3	0.27033208201074005
205	61	BKT Controller(2)	AD 3_7_plus_2_8	1	JCommTable6.R1C0	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	1/1/1970 0:09	hint	0	1	1	Single-KC	61	AD JCommTable6.R1C0	5	JCommTable6.R1C0	16	0.13608747023194054
